Date,Plant,ProductionLine,ProductionShift,ProductType,BottlesProduced,BottlesDamaged,BottlesFilled,Warehouse,UnitsDispatched,DispatchRegion,TransportMode,SalesChannel,RevenueAED,CostAED,MachineDowntimeMin,EnergyConsumptionkWh,WaterUsageLiters,TemperatureC
1/21/2024,Abu Dhabi Main,Line C,Evening,330ml,4529,105,4424,Mussafah,2561,Abu Dhabi,Contractor,Retail,3585.4,1803.2,5,93.89,6744.22,23
1/21/2024,Abu Dhabi Main,Line C,Evening,500ml,3545,63,3482,Mussafah,2073,Sharjah,Contractor,Retail,3731.4,1872,3,73.15,5318.59,21.1
1/21/2024,Abu Dhabi Main,Line C,Night,5 Gallon,1081,10,1071,Abu Dhabi Port,577,Al Ain,Company Truck,Subscription,11540,6925,14,60.92,16242,21.3
1/21/2024,Abu Dhabi Main,Line C,Night,330ml,4461,122,4339,Abu Dhabi Port,2577,Sharjah,Contractor,Online,3607.8,1816.1,3,101.93,6677.59,23.2
1/21/2024,Abu Dhabi Main,Line C,Night,500ml,3316,95,3221,Abu Dhabi Port,1895,Al Ain,Company Truck,Wholesale,3411,1715,14,83.15,4972.02,23
1/21/2024,Abu Dhabi Main,Bottling Line 1,Morning,5 Gallon,1250,10,1240,Mussafah,651,Dubai,Third-party Logistics,Subscription,13020,7813,5,79.71,18730.34,21.4
1/21/2024,Abu Dhabi Main,Bottling Line 1,Morning,330ml,2304,52,2252,Abu Dhabi Port,1285,Abu Dhabi,Company Truck,Retail,1799,904.7,3,56.9,3495.85,21.4
1/21/2024,Abu Dhabi Main,Bottling Line 1,Morning,500ml,2227,64,2163,Dubai Hub,1246,Abu Dhabi,Company Truck,Wholesale,2242.8,1127.8,11,42.75,3379.14,22.6
1/21/2024,Abu Dhabi Main,Bottling Line 1,Evening,5 Gallon,547,4,543,Mussafah,296,Abu Dhabi,Company Truck,Retail,5920,3552.4,6,24.65,8201.57,24.4
1/21/2024,Abu Dhabi Main,Bottling Line 1,Evening,330ml,3634,51,3583,Abu Dhabi Port,2121,Other UAE,Company Truck,Wholesale,2969.4,1489.8,5,85.09,5500.58,19.9
1/21/2024,Abu Dhabi Main,Bottling Line 1,Evening,500ml,3937,101,3836,Mussafah,2219,Abu Dhabi,Company Truck,Retail,3994.2,2007.2,4,91.57,5909.96,19.3
1/21/2024,Abu Dhabi Main,Bottling Line 1,Night,5 Gallon,1071,9,1062,Dubai Hub,572,Abu Dhabi,Third-party Logistics,Wholesale,11440,6864.9,11,39.46,16082.27,24.5
1/21/2024,Abu Dhabi Main,Bottling Line 1,Night,330ml,3484,76,3408,Abu Dhabi Port,1954,Sharjah,Contractor,Retail,2735.6,1375.4,11,71.25,5244.03,23.2
1/21/2024,Abu Dhabi Main,Bottling Line 1,Night,500ml,4053,91,3962,Khalifa City,2288,Other UAE,Contractor,Online,4118.4,2068.3,9,76.91,6111.84,22.2
1/21/2024,Abu Dhabi Main,Bottling Line 2,Morning,5 Gallon,1114,7,1107,Abu Dhabi Port,587,Al Ain,Company Truck,Online,11740,7044.7,7,50.63,16753.69,22.3
1/21/2024,Abu Dhabi Main,Bottling Line 2,Morning,330ml,3080,73,3007,Khalifa City,1715,Dubai,Company Truck,Online,2401,1207.8,6,77.41,4588.83,22
1/21/2024,Abu Dhabi Main,Bottling Line 2,Morning,500ml,2168,34,2134,Mussafah,1267,Other UAE,Company Truck,Retail,2280.6,1143.7,3,35.19,3222.71,24.1
1/21/2024,Abu Dhabi Main,Bottling Line 2,Evening,5 Gallon,559,4,555,Abu Dhabi Port,294,Abu Dhabi,Company Truck,Retail,5880,3528.4,5,32.72,8426.96,22.7
1/21/2024,Abu Dhabi Main,Bottling Line 2,Evening,330ml,4772,78,4694,Dubai Hub,2812,Sharjah,Company Truck,Wholesale,3936.8,1976.2,2,79.36,7176.86,22.4
1/21/2024,Abu Dhabi Main,Bottling Line 2,Evening,500ml,4795,51,4744,Mussafah,2777,Al Ain,Contractor,Retail,4998.6,2504.4,8,104.87,7214.06,23.6
1/21/2024,Abu Dhabi Main,Bottling Line 2,Night,5 Gallon,776,7,769,Khalifa City,404,Dubai,Company Truck,Wholesale,8080,4848.7,16,42.54,11657.52,20
1/21/2024,Abu Dhabi Main,Bottling Line 2,Night,330ml,2284,54,2230,Mussafah,1312,Abu Dhabi,Company Truck,Wholesale,1836.8,923.8,16,32.64,3421.17,22.4
1/21/2024,Abu Dhabi Main,Bottling Line 2,Night,500ml,4232,42,4190,Khalifa City,2416,Dubai,Company Truck,Retail,4348.8,2178.6,9,78.24,6366.3,22.9
1/22/2024,Abu Dhabi Main,Line A,Morning,5 Gallon,902,5,897,Mussafah,469,Al Ain,Company Truck,Wholesale,9380,5628.5,8,25.92,13532.52,23.1
1/22/2024,Abu Dhabi Main,Line A,Morning,330ml,2392,44,2348,Mussafah,1359,Abu Dhabi,Company Truck,Subscription,1902.6,955.7,9,42.15,3578.13,20.4
1/22/2024,Abu Dhabi Main,Line A,Morning,500ml,3854,80,3774,Dubai Hub,2201,Abu Dhabi,Contractor,Retail,3961.8,1988.9,7,73.61,5786.97,21.4
1/22/2024,Abu Dhabi Main,Line A,Evening,5 Gallon,666,4,662,Mussafah,354,Abu Dhabi,Contractor,Wholesale,7080,4248.4,4,13.65,10028.04,20.8
1/22/2024,Abu Dhabi Main,Line A,Evening,330ml,3678,77,3601,Mussafah,2092,Abu Dhabi,Company Truck,Wholesale,2928.8,1472.1,4,88.01,5473.8,24.2
1/22/2024,Abu Dhabi Main,Line A,Evening,500ml,3519,64,3455,Khalifa City,2008,Sharjah,Company Truck,Wholesale,3614.4,1813.6,8,52.1,5260.55,21.7
1/22/2024,Abu Dhabi Main,Line A,Night,5 Gallon,852,8,844,Khalifa City,446,Al Ain,Third-party Logistics,Wholesale,8920,5352.8,12,38.86,12817.19,22.4
1/22/2024,Abu Dhabi Main,Line A,Night,330ml,3338,62,3276,Mussafah,1962,Dubai,Contractor,Wholesale,2746.8,1379.6,9,77.68,4960.99,21.4
1/22/2024,Abu Dhabi Main,Line A,Night,500ml,4257,70,4187,Dubai Hub,2473,Dubai,Company Truck,Online,4451.4,2232.7,15,92.68,6405.02,24.2
1/22/2024,Abu Dhabi Main,Line B,Morning,5 Gallon,1222,8,1214,Abu Dhabi Port,644,Dubai,Contractor,Retail,12880,7728.8,8,66.26,18373.42,23.9
1/22/2024,Abu Dhabi Main,Line B,Morning,330ml,3499,59,3440,Abu Dhabi Port,2032,Dubai,Company Truck,Retail,2844.8,1428.3,6,66.93,5264.41,20.7
1/22/2024,Abu Dhabi Main,Line B,Morning,500ml,3820,53,3767,Khalifa City,2207,Abu Dhabi,Contractor,Retail,3972.6,1991.6,6,66.28,5739.81,22.4
1/22/2024,Abu Dhabi Main,Line B,Evening,5 Gallon,1232,9,1223,Dubai Hub,648,Dubai,Company Truck,Wholesale,12960,7776.9,4,51.7,18526.65,22.2
1/22/2024,Abu Dhabi Main,Line B,Evening,330ml,4227,125,4102,Dubai Hub,2383,Dubai,Company Truck,Retail,3336.2,1680.6,6,69.32,6308.61,20.6
1/22/2024,Abu Dhabi Main,Line B,Evening,500ml,1836,23,1813,Dubai Hub,1082,Abu Dhabi,Third-party Logistics,Wholesale,1947.6,976.1,7,17.11,2737.76,22.4
1/22/2024,Abu Dhabi Main,Line B,Night,5 Gallon,902,7,895,Abu Dhabi Port,473,Sharjah,Company Truck,Wholesale,9460,5676.7,5,37.77,13501.99,20.4
1/22/2024,Abu Dhabi Main,Line B,Night,330ml,2647,71,2576,Dubai Hub,1528,Dubai,Third-party Logistics,Subscription,2139.2,1076.7,8,44.12,3920.82,22.6
1/22/2024,Abu Dhabi Main,Line B,Night,500ml,5035,73,4962,Dubai Hub,2851,Dubai,Company Truck,Wholesale,5131.8,2573.2,2,96.08,7564.01,21.5
1/22/2024,Abu Dhabi Main,Line C,Morning,5 Gallon,693,5,688,Abu Dhabi Port,361,Abu Dhabi,Company Truck,Wholesale,7220,4332.5,5,48.18,10405.66,21.1
1/22/2024,Abu Dhabi Main,Line C,Morning,330ml,5437,72,5365,Khalifa City,3153,Abu Dhabi,Company Truck,Retail,4414.2,2214.3,4,100.37,8128.59,22.4
1/22/2024,Abu Dhabi Main,Line C,Morning,500ml,2283,52,2231,Mussafah,1334,Abu Dhabi,Company Truck,Retail,2401.2,1205.8,11,45.3,3446.92,21.3
1/22/2024,Abu Dhabi Main,Line C,Evening,5 Gallon,933,6,927,Khalifa City,504,Sharjah,Third-party Logistics,Retail,10080,6048.6,7,57.08,13954,22.4
1/22/2024,Abu Dhabi Main,Line C,Evening,330ml,2340,30,2310,Dubai Hub,1376,Abu Dhabi,Third-party Logistics,Retail,1926.4,966.2,4,39.26,3512.05,21.4
1/22/2024,Abu Dhabi Main,Line C,Evening,500ml,2365,64,2301,Khalifa City,1320,Abu Dhabi,Company Truck,Retail,2376,1194.4,3,34.02,3499.22,19.8
1/22/2024,Abu Dhabi Main,Line C,Night,5 Gallon,958,8,950,Khalifa City,503,Dubai,Company Truck,Wholesale,10060,6036.8,8,40.92,14337.18,19.5
1/22/2024,Abu Dhabi Main,Line C,Night,330ml,4054,51,4003,Khalifa City,2395,Sharjah,Company Truck,Wholesale,3353,1681.6,15,75.77,6109.32,21.9
1/22/2024,Abu Dhabi Main,Line C,Night,500ml,4384,99,4285,Mussafah,2474,Other UAE,Company Truck,Retail,4453.2,2236.5,5,88.84,6575,23.2
1/22/2024,Abu Dhabi Main,Bottling Line 1,Morning,5 Gallon,992,8,984,Dubai Hub,527,Dubai,Contractor,Retail,10540,6324.8,3,49.73,14879.97,22.8
1/22/2024,Abu Dhabi Main,Bottling Line 1,Morning,330ml,4302,45,4257,Mussafah,2491,Abu Dhabi,Contractor,Wholesale,3487.4,1748.2,8,84.04,6462.04,22.6
1/22/2024,Abu Dhabi Main,Bottling Line 1,Morning,500ml,3155,88,3067,Abu Dhabi Port,1757,Al Ain,Company Truck,Retail,3162.6,1590.1,11,78.4,4728.83,21.8
1/22/2024,Abu Dhabi Main,Bottling Line 1,Evening,5 Gallon,632,4,628,Dubai Hub,338,Abu Dhabi,Company Truck,Online,6760,4056.4,7,33.66,9434.05,20.7
1/22/2024,Abu Dhabi Main,Bottling Line 1,Evening,330ml,3465,36,3429,Abu Dhabi Port,2034,Abu Dhabi,Company Truck,Wholesale,2847.6,1427.4,5,67.71,5209.68,21.5
1/22/2024,Abu Dhabi Main,Bottling Line 1,Evening,500ml,4740,119,4621,Mussafah,2712,Dubai,Contractor,Wholesale,4881.6,2452.7,3,95.04,7159.86,20.8
1/22/2024,Abu Dhabi Main,Bottling Line 1,Night,5 Gallon,1112,10,1102,Dubai Hub,603,Abu Dhabi,Company Truck,Retail,12060,7237,14,36.08,16643.29,21.8
1/22/2024,Abu Dhabi Main,Bottling Line 1,Night,330ml,2529,75,2454,Mussafah,1456,Abu Dhabi,Company Truck,Wholesale,2038.4,1026.7,11,62.06,3765.41,22.4
1/22/2024,Abu Dhabi Main,Bottling Line 1,Night,500ml,4349,97,4252,Dubai Hub,2426,Other UAE,Company Truck,Wholesale,4366.8,2193.1,9,102.55,6554.94,21
1/22/2024,Abu Dhabi Main,Bottling Line 2,Morning,5 Gallon,903,8,895,Abu Dhabi Port,479,Sharjah,Contractor,Retail,9580,5748.8,10,57.75,13538.39,23
1/22/2024,Abu Dhabi Main,Bottling Line 2,Morning,330ml,2764,40,2724,Khalifa City,1570,Al Ain,Company Truck,Retail,2198,1103,5,56.97,4132.3,22.9
1/22/2024,Abu Dhabi Main,Bottling Line 2,Morning,500ml,3172,71,3101,Mussafah,1772,Dubai,Third-party Logistics,Retail,3189.6,1601.9,3,59.68,4751.22,21.5
1/22/2024,Abu Dhabi Main,Bottling Line 2,Evening,5 Gallon,795,6,789,Khalifa City,425,Abu Dhabi,Contractor,Retail,8500,5100.6,6,26.12,11907.71,21.7
1/22/2024,Abu Dhabi Main,Bottling Line 2,Evening,330ml,2041,57,1984,Khalifa City,1134,Other UAE,Company Truck,Retail,1587.6,799.5,7,26.16,3109.87,21.1
1/22/2024,Abu Dhabi Main,Bottling Line 2,Evening,500ml,4532,48,4484,Abu Dhabi Port,2570,Abu Dhabi,Third-party Logistics,Retail,4626,2317.8,5,72.22,6748.02,22
1/22/2024,Abu Dhabi Main,Bottling Line 2,Night,5 Gallon,821,7,814,Mussafah,441,Al Ain,Third-party Logistics,Retail,8820,5292.7,14,52.09,12316.49,22
1/22/2024,Abu Dhabi Main,Bottling Line 2,Night,330ml,3514,92,3422,Abu Dhabi Port,2016,Abu Dhabi,Contractor,Retail,2822.4,1420.4,7,82.56,5244.51,23.4
1/22/2024,Abu Dhabi Main,Bottling Line 2,Night,500ml,2967,71,2896,Mussafah,1734,Dubai,Company Truck,Retail,3121.2,1567.7,17,57.3,4415.43,22.9
1/23/2024,Abu Dhabi Main,Line A,Morning,5 Gallon,984,8,976,Abu Dhabi Port,511,Sharjah,Company Truck,Retail,10220,6132.8,5,30.55,14725.65,21.4
1/23/2024,Abu Dhabi Main,Line A,Morning,330ml,3130,80,3050,Dubai Hub,1751,Abu Dhabi,Company Truck,Subscription,2451.4,1233.7,5,59.49,4676.48,24
1/23/2024,Abu Dhabi Main,Line A,Morning,500ml,4417,52,4365,Abu Dhabi Port,2504,Abu Dhabi,Third-party Logistics,Retail,4507.2,2258.8,6,92.5,6671.21,21.3
1/23/2024,Abu Dhabi Main,Line A,Evening,5 Gallon,1116,9,1107,Mussafah,598,Al Ain,Third-party Logistics,Wholesale,11960,7176.9,8,44.24,16723.25,23.2
1/23/2024,Abu Dhabi Main,Line A,Evening,330ml,3756,77,3679,Khalifa City,2142,Al Ain,Third-party Logistics,Online,2998.8,1507.1,3,73.32,5655.91,22.2
1/23/2024,Abu Dhabi Main,Line A,Evening,500ml,3325,60,3265,Mussafah,1897,Al Ain,Third-party Logistics,Subscription,3414.6,1713.3,9,83.06,4998.38,21.2
1/23/2024,Abu Dhabi Main,Line A,Night,5 Gallon,1054,10,1044,Khalifa City,549,Dubai,Contractor,Retail,10980,6589,12,32.87,15782.92,23.3
1/23/2024,Abu Dhabi Main,Line A,Night,330ml,5335,135,5200,Dubai Hub,3016,Other UAE,Company Truck,Wholesale,4222.4,2124.7,15,98.2,7964.09,22.2
1/23/2024,Abu Dhabi Main,Line A,Night,500ml,4140,61,4079,Mussafah,2388,Abu Dhabi,Contractor,Retail,4298.4,2155.3,13,89.1,6227.18,20.2
1/23/2024,Abu Dhabi Main,Line B,Morning,5 Gallon,738,6,732,Mussafah,396,Abu Dhabi,Company Truck,Retail,7920,4752.6,8,54.38,11115.36,22.7
1/23/2024,Abu Dhabi Main,Line B,Morning,330ml,2336,29,2307,Dubai Hub,1331,Dubai,Company Truck,Wholesale,1863.4,934.6,5,58.14,3489.63,21
1/23/2024,Abu Dhabi Main,Line B,Morning,500ml,2809,29,2780,Mussafah,1591,Other UAE,Company Truck,Retail,2863.8,1434.8,6,57.06,4232.45,22.8
1/23/2024,Abu Dhabi Main,Line B,Evening,5 Gallon,812,7,805,Khalifa City,433,Abu Dhabi,Contractor,Wholesale,8660,5196.7,10,50.51,12136.69,25.7
1/23/2024,Abu Dhabi Main,Line B,Evening,330ml,4111,67,4044,Mussafah,2381,Abu Dhabi,Company Truck,Wholesale,3333.4,1673.4,5,62.9,6182.96,21.6
1/23/2024,Abu Dhabi Main,Line B,Evening,500ml,2120,26,2094,Dubai Hub,1247,Dubai,Contractor,Wholesale,2244.6,1124.9,4,27.19,3211.08,23.6
1/23/2024,Abu Dhabi Main,Line B,Night,5 Gallon,655,4,651,Mussafah,342,Sharjah,Contractor,Subscription,6840,4104.4,14,40.59,9856.57,23.5
1/23/2024,Abu Dhabi Main,Line B,Night,330ml,3812,39,3773,Abu Dhabi Port,2152,Abu Dhabi,Company Truck,Retail,3012.8,1510.3,10,77.24,5727.95,21.6
1/23/2024,Abu Dhabi Main,Line B,Night,500ml,3066,44,3022,Mussafah,1788,Sharjah,Contractor,Wholesale,3218.4,1613.6,11,68.94,4578.72,22.2
1/23/2024,Abu Dhabi Main,Line C,Morning,5 Gallon,992,8,984,Mussafah,533,Abu Dhabi,Company Truck,Subscription,10660,6396.8,4,29.76,14919.14,21.8
1/23/2024,Abu Dhabi Main,Line C,Morning,330ml,2762,71,2691,Khalifa City,1607,Abu Dhabi,Third-party Logistics,Wholesale,2249.8,1132,5,39.39,4174.22,21.8
1/23/2024,Abu Dhabi Main,Line C,Morning,500ml,2902,86,2816,Abu Dhabi Port,1689,Dubai,Contractor,Online,3040.2,1528.7,8,57.75,4326.79,21.6
1/23/2024,Abu Dhabi Main,Line C,Evening,5 Gallon,826,6,820,Dubai Hub,441,Sharjah,Company Truck,Retail,8820,5292.6,8,55.55,12352.46,21.5
1/23/2024,Abu Dhabi Main,Line C,Evening,330ml,4335,103,4232,Mussafah,2465,Other UAE,Company Truck,Wholesale,3451,1735.8,8,75.93,6477.5,21.5
1/23/2024,Abu Dhabi Main,Line C,Evening,500ml,2233,59,2174,Mussafah,1303,Abu Dhabi,Company Truck,Retail,2345.4,1178.6,5,50.58,3311.82,21.5
1/23/2024,Abu Dhabi Main,Line C,Night,5 Gallon,774,6,768,Abu Dhabi Port,418,Abu Dhabi,Contractor,Subscription,8360,5016.6,11,28.41,11608.89,21.5
1/23/2024,Abu Dhabi Main,Line C,Night,330ml,1979,50,1929,Dubai Hub,1109,Dubai,Company Truck,Retail,1552.6,781.3,10,31.07,2946.84,19.1
1/23/2024,Abu Dhabi Main,Line C,Night,500ml,4430,96,4334,Khalifa City,2555,Al Ain,Contractor,Retail,4599,2309.1,10,87.67,6634.06,21.1
1/23/2024,Abu Dhabi Main,Bottling Line 1,Morning,5 Gallon,634,6,628,Khalifa City,336,Abu Dhabi,Contractor,Wholesale,6720,4032.6,6,39.3,9487.18,23.6
1/23/2024,Abu Dhabi Main,Bottling Line 1,Morning,330ml,4034,63,3971,Khalifa City,2286,Dubai,Third-party Logistics,Retail,3200.4,1606.5,6,99.02,6033.74,22.9
1/23/2024,Abu Dhabi Main,Bottling Line 1,Morning,500ml,4053,55,3998,Dubai Hub,2310,Abu Dhabi,Third-party Logistics,Wholesale,4158,2084.5,8,86.21,6096.48,24.2
1/23/2024,Abu Dhabi Main,Bottling Line 1,Evening,5 Gallon,785,5,780,Mussafah,423,Sharjah,Company Truck,Wholesale,8460,5076.5,5,40.55,11774.32,21.7
1/23/2024,Abu Dhabi Main,Bottling Line 1,Evening,330ml,3857,49,3808,Mussafah,2237,Abu Dhabi,Company Truck,Subscription,3131.8,1570.8,6,60.04,5803.6,23.8
1/23/2024,Abu Dhabi Main,Bottling Line 1,Evening,500ml,2367,41,2326,Mussafah,1393,Sharjah,Company Truck,Subscription,2507.4,1257.8,2,53.06,3589.48,24.2
1/23/2024,Abu Dhabi Main,Bottling Line 1,Night,5 Gallon,602,5,597,Abu Dhabi Port,327,Dubai,Contractor,Wholesale,6540,3924.5,11,10.35,9064.2,22.8
1/23/2024,Abu Dhabi Main,Bottling Line 1,Night,330ml,3689,79,3610,Abu Dhabi Port,2165,Sharjah,Contractor,Wholesale,3031,1523.4,11,60.35,5557.39,22.4
1/23/2024,Abu Dhabi Main,Bottling Line 1,Night,500ml,2408,27,2381,Khalifa City,1396,Abu Dhabi,Contractor,Wholesale,2512.8,1259.1,8,42.83,3637.66,21.6
1/23/2024,Abu Dhabi Main,Bottling Line 2,Morning,5 Gallon,659,4,655,Dubai Hub,350,Abu Dhabi,Contractor,Retail,7000,4200.4,4,19.1,9845.84,19
1/23/2024,Abu Dhabi Main,Bottling Line 2,Morning,330ml,3564,98,3466,Abu Dhabi Port,2024,Sharjah,Company Truck,Subscription,2833.6,1426.6,6,72.59,5352.73,23.6
1/23/2024,Abu Dhabi Main,Bottling Line 2,Morning,500ml,5064,82,4982,Mussafah,2898,Abu Dhabi,Company Truck,Wholesale,5216.4,2616.4,8,99.87,7555.1,22.8
1/23/2024,Abu Dhabi Main,Bottling Line 2,Evening,5 Gallon,668,5,663,Mussafah,347,Dubai,Company Truck,Wholesale,6940,4164.5,8,41.9,10051.67,23.6
1/23/2024,Abu Dhabi Main,Bottling Line 2,Evening,330ml,2029,34,1995,Abu Dhabi Port,1164,Abu Dhabi,Contractor,Online,1629.6,818.2,4,22.34,3042.55,22.8
1/23/2024,Abu Dhabi Main,Bottling Line 2,Evening,500ml,3033,39,2994,Dubai Hub,1756,Dubai,Contractor,Wholesale,3160.8,1584.3,5,53.53,4515.96,19
1/23/2024,Abu Dhabi Main,Bottling Line 2,Night,5 Gallon,485,4,481,Mussafah,253,Abu Dhabi,Company Truck,Subscription,5060,3036.4,13,8.18,7303.36,22.1
1/23/2024,Abu Dhabi Main,Bottling Line 2,Night,330ml,5176,126,5050,Abu Dhabi Port,2880,Abu Dhabi,Company Truck,Subscription,4032,2028.6,15,109.34,7789.25,21.5
1/23/2024,Abu Dhabi Main,Bottling Line 2,Night,500ml,2732,53,2679,Mussafah,1567,Abu Dhabi,Third-party Logistics,Retail,2820.6,1415.6,11,59.51,4052.25,21.7
1/24/2024,Abu Dhabi Main,Line A,Morning,5 Gallon,941,5,936,Khalifa City,497,Abu Dhabi,Contractor,Retail,9940,5964.5,8,56.01,14092.51,20.8
1/24/2024,Abu Dhabi Main,Line A,Morning,330ml,2342,36,2306,Abu Dhabi Port,1367,Abu Dhabi,Company Truck,Retail,1913.8,960.5,7,33.65,3520.68,23.1
1/24/2024,Abu Dhabi Main,Line A,Morning,500ml,2219,31,2188,Dubai Hub,1285,Dubai,Contractor,Retail,2313,1159.6,8,49.36,3342.12,21.5
1/24/2024,Abu Dhabi Main,Line A,Evening,5 Gallon,661,5,656,Mussafah,344,Abu Dhabi,Contractor,Subscription,6880,4128.5,3,38.8,9919.75,21.5
1/24/2024,Abu Dhabi Main,Line A,Evening,330ml,3034,76,2958,Mussafah,1727,Abu Dhabi,Company Truck,Wholesale,2417.8,1216.5,5,46.34,4541.01,23.3
1/24/2024,Abu Dhabi Main,Line A,Evening,500ml,4319,106,4213,Khalifa City,2476,Abu Dhabi,Third-party Logistics,Wholesale,4456.8,2239,6,71.6,6500.72,23.2
1/24/2024,Abu Dhabi Main,Line A,Night,5 Gallon,543,3,540,Dubai Hub,284,Abu Dhabi,Third-party Logistics,Retail,5680,3408.3,12,21.34,8170.03,20.4
1/24/2024,Abu Dhabi Main,Line A,Night,330ml,3149,65,3084,Khalifa City,1833,Other UAE,Third-party Logistics,Retail,2566.2,1289.6,11,46.36,4711.23,21.7
1/24/2024,Abu Dhabi Main,Line A,Night,500ml,3402,70,3332,Mussafah,1907,Dubai,Contractor,Retail,3432.6,1723.3,15,70.28,5103.1,21.6
1/24/2024,Abu Dhabi Main,Line B,Morning,5 Gallon,580,4,576,Abu Dhabi Port,306,Abu Dhabi,Third-party Logistics,Retail,6120,3672.4,10,39.6,8685.51,22.9
1/24/2024,Abu Dhabi Main,Line B,Morning,330ml,4090,106,3984,Dubai Hub,2379,Dubai,Contractor,Wholesale,3330.6,1675.9,10,83.58,6145.65,20.5
1/24/2024,Abu Dhabi Main,Line B,Morning,500ml,4916,62,4854,Khalifa City,2818,Abu Dhabi,Company Truck,Retail,5072.4,2542.4,6,81.39,7332.39,24.2
1/24/2024,Abu Dhabi Main,Line B,Evening,5 Gallon,1054,7,1047,Dubai Hub,562,Dubai,Contractor,Wholesale,11240,6744.7,4,33.04,15851.15,23.5
1/24/2024,Abu Dhabi Main,Line B,Evening,330ml,3587,45,3542,Mussafah,2061,Abu Dhabi,Company Truck,Retail,2885.4,1447.2,7,79.85,5356.89,22.3
1/24/2024,Abu Dhabi Main,Line B,Evening,500ml,3627,100,3527,Mussafah,2108,Sharjah,Third-party Logistics,Wholesale,3794.4,1907.2,5,75.54,5401.39,21.4
1/24/2024,Abu Dhabi Main,Line B,Night,5 Gallon,1024,8,1016,Dubai Hub,537,Abu Dhabi,Third-party Logistics,Retail,10740,6444.8,8,39.82,15370.2,21
1/24/2024,Abu Dhabi Main,Line B,Night,330ml,2943,34,2909,Abu Dhabi Port,1663,Abu Dhabi,Contractor,Subscription,2328.2,1167.5,10,40.57,4401.18,17.6
1/24/2024,Abu Dhabi Main,Line B,Night,500ml,2198,54,2144,Mussafah,1258,Sharjah,Third-party Logistics,Online,2264.4,1137.6,18,26.18,3335.49,21.5
1/24/2024,Abu Dhabi Main,Line C,Morning,5 Gallon,1113,9,1104,Khalifa City,604,Dubai,Company Truck,Retail,12080,7248.9,5,37.73,16687.98,22.2
1/24/2024,Abu Dhabi Main,Line C,Morning,330ml,2396,44,2352,Khalifa City,1371,Dubai,Third-party Logistics,Online,1919.4,964.1,8,39.54,3640.31,20.9
1/24/2024,Abu Dhabi Main,Line C,Morning,500ml,4213,67,4146,Khalifa City,2428,Al Ain,Company Truck,Wholesale,4370.4,2191.9,4,88.84,6281.91,20.7
1/24/2024,Abu Dhabi Main,Line C,Evening,5 Gallon,524,3,521,Mussafah,278,Sharjah,Company Truck,Retail,5560,3336.3,7,6.83,7909.54,19.2
1/24/2024,Abu Dhabi Main,Line C,Evening,330ml,6168,113,6055,Dubai Hub,3519,Sharjah,Contractor,Online,4926.6,2474.6,11,129.03,9277.95,23.6
1/24/2024,Abu Dhabi Main,Line C,Evening,500ml,3184,41,3143,Dubai Hub,1811,Dubai,Contractor,Retail,3259.8,1634,3,66.29,4755.44,22.7
1/24/2024,Abu Dhabi Main,Line C,Night,5 Gallon,732,6,726,Dubai Hub,383,Al Ain,Contractor,Subscription,7660,4596.6,14,32.91,10999.97,23.9
1/24/2024,Abu Dhabi Main,Line C,Night,330ml,3823,70,3753,Dubai Hub,2151,Abu Dhabi,Company Truck,Wholesale,3011.4,1512.7,7,96.25,5707.31,22.3
1/24/2024,Abu Dhabi Main,Line C,Night,500ml,4868,72,4796,Khalifa City,2740,Dubai,Contractor,Retail,4932,2473.2,8,110.11,7280.47,21.4
1/24/2024,Abu Dhabi Main,Bottling Line 1,Morning,5 Gallon,716,5,711,Khalifa City,390,Al Ain,Contractor,Wholesale,7800,4680.5,7,21.66,10756.09,20.1
1/24/2024,Abu Dhabi Main,Bottling Line 1,Morning,330ml,4162,47,4115,Mussafah,2366,Dubai,Third-party Logistics,Retail,3312.4,1660.9,4,96.46,6281.23,24.8
1/24/2024,Abu Dhabi Main,Bottling Line 1,Morning,500ml,3510,48,3462,Khalifa City,2049,Abu Dhabi,Contractor,Retail,3688.2,1848.9,7,70.56,5277.6,23.8
1/24/2024,Abu Dhabi Main,Bottling Line 1,Evening,5 Gallon,732,7,725,Mussafah,390,Abu Dhabi,Third-party Logistics,Retail,7800,4680.7,8,24.68,10938.12,20.4
1/24/2024,Abu Dhabi Main,Bottling Line 1,Evening,330ml,2135,33,2102,Mussafah,1242,Sharjah,Company Truck,Retail,1738.8,872.7,9,53.65,3238.79,22.4
1/24/2024,Abu Dhabi Main,Bottling Line 1,Evening,500ml,4114,45,4069,Abu Dhabi Port,2396,Abu Dhabi,Third-party Logistics,Retail,4312.8,2160.9,7,86.23,6160.07,22.9
1/24/2024,Abu Dhabi Main,Bottling Line 1,Night,5 Gallon,644,5,639,Dubai Hub,349,Dubai,Third-party Logistics,Subscription,6980,4188.5,17,49.12,9708.2,24
1/24/2024,Abu Dhabi Main,Bottling Line 1,Night,330ml,2443,43,2400,Abu Dhabi Port,1402,Abu Dhabi,Company Truck,Retail,1962.8,985.7,11,38.14,3708.22,23.4
1/24/2024,Abu Dhabi Main,Bottling Line 1,Night,500ml,5475,155,5320,Dubai Hub,3127,Dubai,Company Truck,Retail,5628.6,2829.8,6,123.48,8252.41,21.2
